ID;COMMODITY;SITE_NAME;COMPANY_NA;STATE_LOCA;COUNTY;LATITUDE;LONGITUDE;PLANT_MIN
2070;Crushed Stone;Tulsa Rock Quarry #2;Anchor Stone Co.;Oklahoma;Rogers;362583;-958056;M/P
2071;Crushed Stone;Gore Quarry;Souter Construction Co., Inc.;Oklahoma;Sequoyah;355879;-9510057;M/P
2072;Crushed Stone;Marble City Operations;Global Stone St. Clair, Inc.;Oklahoma;Sequoyah;356;-948389;M/P
2073;Crushed Stone;East Quarry;Apac Oklahoma, Inc.;Oklahoma;Tulsa;362167;-95825;M/P
2074;Crushed Stone;Okay Rock Quarry;Apac-Arkansas, Inc. - Mcclinton-Anchor Div.;Oklahoma;Wagoner;358495;-9529619;M/P
2075;Crushed Stone;Bellco #6;Bellco Materials, Inc.;Oklahoma;Washington;367417;-958222;M/P
2076;Crushed Stone;Bellco #3;Bellco Materials, Inc.;Oklahoma;Washington;368;-959278;M/P
2077;Crushed Stone;Durkee Quarry;Ash Grove Cement Co.;Oregon;Baker;445329;-1174308;M/P
2078;Crushed Stone;North Powder Quarry;Harney Rock & Paving, Inc.;Oregon;Baker;4501833;-11792015;M/P
2079;Crushed Stone;Durkee Quarry;Ash Grove Cement Co.;Oregon;Baker;445427;-1174187;M/P
2080;Crushed Stone;Alsea Quarries;Alsea Rock Quarries;Oregon;Benton;443511;-1235731;M/P
2081;Crushed Stone;Fisher Island Plant;Morse Bros., Inc.;Oregon;Benton;445598;-1232428;M/P
2082;Crushed Stone;Rickard Rock Quarry;Lloyd S. Hockema, Inc.;Oregon;Benton;445808;-1234061;M/P
2083;Crushed Stone;Mt. Hood Rock Products;James C. Turin & Sons, Inc.;Oregon;Clackamas;4539114;-1220268;M/P
2084;Crushed Stone;Molalla Quarry;Parker Northwest Paving Co.;Oregon;Clackamas;4515617;-12251883;M/P
2085;Crushed Stone;Avison Rock Quarry;Avison Lumber Co.;Oregon;Clackamas;451429;-1225746;M/P
2086;Crushed Stone;Wilhoit Quarry;Houck Construction;Oregon;Clackamas;451092;-1225909;M/P
2087;Crushed Stone;Traprock Quarry;H. E. Johnson & Sons Construction Co., Inc.;Oregon;Clatsop;459508;-1239222;M/P
2088;Crushed Stone;Square Creek Quarry;Bayview Transit Mix, Inc.;Oregon;Clatsop;459392;-1239344;M/P
2089;Crushed Stone;Goble Quarry;Pacific Cascade Resources Inc.;Oregon;Columbia;457431;-1228344;M/P
2090;Crushed Stone;Eagle Star Rock Products;Eagle Star Rock Products, Llc.;Oregon;Columbia;4587217;-12284;M/P
2091;Crushed Stone;Kincheloe Quarry;Kincheloe & Sons, Inc.;Oregon;Coos;4304422;-12411842;M/P
2092;Crushed Stone;Sullivan Quarry;Ltm, Inc.;Oregon;Coos;433823;-1242503;M/P
2093;Crushed Stone;Kenstone Quarry & Plant;Coos Bay Timber Operations, Inc.;Oregon;Coos;434536;-1240869;M/P
2094;Crushed Stone;Vic Russell;Vic Russell Construction Co., Inc.;Oregon;Deschutes;4371;-12144733;M/P
2095;Crushed Stone;Lone Pine Site;Hap Taylor & Sons, Inc.;Oregon;Deschutes;44087;-1212955;M/P
2096;Crushed Stone;Bear Creek Quarry;W W D Corp.;Oregon;Douglas;436439;-1233506;M/P
2097;Crushed Stone;Compton Quarry;Roseburg Sand & Gravel Co.;Oregon;Douglas;43225;-1232831;M/P
2098;Crushed Stone;Newton Creek Quarry;Beaver State Sand & Gravel, Inc.;Oregon;Douglas;432675;-1233167;M/P
2099;Crushed Stone;Weaver Quarry-Reston Road;B & B Roads, Inc.;Oregon;Douglas;431256;-1236036;M/P
2100;Crushed Stone;Sundance Rock;Sundance Rock Corp.;Oregon;Douglas;4311033;-1234187;M/P
2101;Crushed Stone;Hood River Quarry;Hood River Sand & Gravel Co.;Oregon;Hood River;457082;-1214993;M/P
2102;Crushed Stone;Foothill Quarry;Robco, Inc.;Oregon;Jackson;424408;-1232174;M/P
2103;Crushed Stone;Hwy 140 Pit;Rogue Aggregates, Inc.;Oregon;Jackson;424122;-1227928;M/P
2104;Crushed Stone;Panther Crushing Pit;Panther Crushing, Inc.;Oregon;Jackson;424567;-1227078;M/P
2105;Crushed Stone;Jacksonville Plant;Rogue Aggregates, Inc.;Oregon;Jackson;422736;-1229024;M/P
2106;Crushed Stone;Shady Pine Quarry;Klamath Pacific Corp.;Oregon;Klamath;423275;-1218111;M/P
2107;Crushed Stone;Conser Quarry;Conser Quarry Co.;Oregon;Lane;442317;-12322;M/P
2108;Crushed Stone;Springfield Quarry;Metro Rock & Construction Co.;Oregon;Lane;440306;-1230036;M/P
2109;Crushed Stone;Swisshome Rock Quarry;Lloyd S. Hockema, Inc.;Oregon;Lane;440672;-1238131;M/P
2110;Crushed Stone;Plant #1;J. Davidson & Sons Construction Co., Inc.;Oregon;Lane;437364;-1224361;M/P
2111;Crushed Stone;Pleasant Hill Quarry;Rancho Alantro, Llc.;Oregon;Lane;438158;-1230346;M/P
2112;Crushed Stone;Eckman Creek Quarries;Tri Agg, Inc.;Oregon;Lincoln;444018;-1239534;M/P
2113;Crushed Stone;Fischer Quarry;Cedar Creek Quarries, Inc.;Oregon;Lincoln;448781;-1239925;M/P
2114;Crushed Stone;Cedar Creek Quarry;Cedar Creek Quarries, Inc.;Oregon;Lincoln;449461;-1239939;M/P
2115;Crushed Stone;Spencer Creek Pit;Braxling & Braxling Log,  Inc.;Oregon;Lincoln;447459;-124029;M/P
2116;Crushed Stone;Weber Quarry;Liberty Rock Products;Oregon;Linn;4441133;-12271238;M/P
2117;Crushed Stone;Turner Quarry;Turner Gravel, Inc.;Oregon;Marion;448481;-1229622;M/P
2118;Crushed Stone;Davis Creek Pit;Dennis Maulding Construction;Oregon;Marion;4501519;-12271742;M/P
2119;Crushed Stone;Windsor Island;Windsor Rock Products;Oregon;Marion;4503863;-12306542;M/P
2120;Crushed Stone;Ross Island Plant;Ross Island Sand & Gravel Co.;Oregon;Multnomah;454867;-1226628;M/P
2121;Crushed Stone;Angell Quarry;Morse Bros., Inc.;Oregon;Multnomah;4563375;-12283183;M/P
2122;Crushed Stone;Dalton Quarry;Dalton Rock, Inc.;Oregon;Polk;449265;-123378;M/P
2123;Crushed Stone;Lighthouse Quarry;Shiloh Forest Enterprises, Llc.;Oregon;Tillamook;454614;-1239282;M/P
2124;Crushed Stone;Whishey Creek Plant;S-C Paving Co.;Oregon;Tillamook;454891;-1236422;M/P
2125;Crushed Stone;Grubbs Quarry;Pioneer Asphalt, Inc.;Oregon;Umatilla;456239;-1186247;M/P
2126;Crushed Stone;Sun Rock Quarry;Munsen Paving, Llc.;Oregon;Wasco;4564;-1212125;M/P
2127;Crushed Stone;Cobb Rock Quarry;Glacier Northwest, Inc.;Oregon;Washington;4544817;-12289183;M/P
2128;Crushed Stone;Farmington Quarry;Baker Rock Crushing Co.;Oregon;Washington;454567;-1228969;M/P
2129;Crushed Stone;Tonquin Quarry;Rogers Construction Co., Inc.;Oregon;Washington;4535747;-12280186;M/P
2130;Crushed Stone;Coffee Lake Quarry;Morse Bros., Inc.;Oregon;Washington;453506;-1228031;M/P
2131;Crushed Stone;Eaton Quarry;Northfork Excavating, Inc..;Oregon;Washington;4535767;-1228;M/P
2132;Crushed Stone;Hayden Quarry;Westside Rock Co.;Oregon;Washington;4546611;-12307256;M/P
2133;Crushed Stone;Bowyer Quarry;Kamph Rock Crushing Co., Inc.;Oregon;Yamhill;451539;-1231206;M/P
2134;Crushed Stone;Oglo Quarry;Nesko Rock, Inc.;Oregon;Yamhill;452203;-1232377;M/P
2135;Crushed Stone;Crabtree Pit;The Saunders Co., Inc.;Oregon;Yamhill;4527348;-1230499;M/P
2136;Crushed Stone;Hanover Quarry (#371);Vulcan Materials Co.;Pennsylvania;Adams;3983204;-7703526;M/P
2137;Crushed Stone;Gettysburg Quarry;Valley Quarries, Inc.;Pennsylvania;Adams;398022;-772125;M/P
2138;Crushed Stone;Fairfield Quarry;Valley Quarries, Inc.;Pennsylvania;Adams;397986;-7735292;M/P
2139;Crushed Stone;Charmian Quarry;I S P Minerals, Inc.;Pennsylvania;Adams;3998622;-7702267;M/P
2140;Crushed Stone;Mcshane Quarry;Mcshale Industries, Inc.;Pennsylvania;Allegheny;403976;-801307;M/P
2141;Crushed Stone;Girty Plant & Quarry;Manor Minerals, Inc.;Pennsylvania;Armstrong;406578;-794297;M/P
2142;Crushed Stone;Graff Mine;Allegheny Mineral Corp.;Pennsylvania;Armstrong;4067975;-7962786;M/P
2143;Crushed Stone;Coleman Quarry;South Bend Limestone Co.;Pennsylvania;Armstrong;406281;-794079;M/P
2144;Crushed Stone;Stitt Mine;Stitt Coal Co., Inc.;Pennsylvania;Armstrong;40798;-793608;M/P
2145;Crushed Stone;Colemane Mine;South Bend Limestone Co.;Pennsylvania;Armstrong;406219;-794455;M/P
2146;Crushed Stone;Kaylor Mine #3 & Plant;Bradys Bend C0rp.;Pennsylvania;Armstrong;409864;-796364;M/P
2147;Crushed Stone;Underground Mine;M & M Lime Co., Inc.;Pennsylvania;Armstrong;408656;-796628;M/P
2148;Crushed Stone;Ashcom Quarry & Mill;New Enterprise Stone & Lime Co., Inc.;Pennsylvania;Bedford;400011;-784217;M/P
2149;Crushed Stone;Independence Construction Materials;Independence Construction Materials;Pennsylvania;Berks;401717;-7588;M/P
2150;Crushed Stone;Traprock Quarry;Dyer Quarry, Inc.;Pennsylvania;Berks;402675;-758514;M/P
2151;Crushed Stone;Oley Quarry #112;Eastern Industries, Inc.;Pennsylvania;Berks;403542;-7579;M/P
2152;Crushed Stone;Kutztown Quarry;Eastern Industries, Inc.;Pennsylvania;Berks;4051;-757319;M/P
2153;Crushed Stone;Crushed Stone Operations;Martin Stone Quarries, Inc.;Pennsylvania;Berks;403583;-756317;M/P
2154;Crushed Stone;Douglasville Quarry;Pottstown Trap Rock Quarries, Inc.;Pennsylvania;Berks;402661;-757189;M/P
2155;Crushed Stone;Gabel Quarry;Martin Stone Quarries, Inc.;Pennsylvania;Berks;403808;-756267;M/P
2156;Crushed Stone;Kutztown Quarry;Berks Products Corp.;Pennsylvania;Berks;405019;-757817;M/P
2157;Crushed Stone;Ontelaunee Quarry & Kutztown Quarry;Berks Products Corp.;Pennsylvania;Berks;4042367;-7594133;M/P
2158;Crushed Stone;Tyrone Forge Quarry;New Enterprise Stone & Lime Co., Inc.;Pennsylvania;Blair;406614;-782175;M/P
2159;Crushed Stone;Roaring Spring Quarry;New Enterprise Stone & Lime Co., Inc.;Pennsylvania;Blair;403428;-784;M/P
2160;Crushed Stone;Grannas Quarry;Grannas Bros. Stone & Asphalt Co., Inc.;Pennsylvania;Blair;404478;-783597;M/P
2161;Crushed Stone;Ganister Operation;Grannas Bros. Stone & Asphalt Co., Inc.;Pennsylvania;Blair;4042016;-7839266;M/P
2162;Crushed Stone;Ottsville Quarry;Better Materials Corp;Pennsylvania;Bucks;404817;-751544;M/P
2163;Crushed Stone;Telford Quarry;M & M Stone Co.;Pennsylvania;Bucks;4035836;-7537096;M/P
2164;Crushed Stone;Edison Quarry;Edison Quarry, Inc.;Pennsylvania;Bucks;402833;-751308;M/P
2165;Crushed Stone;Warrington Quarry;Eureka Stone Quarry, Inc.;Pennsylvania;Bucks;4026;-751492;M/P
2166;Crushed Stone;H&K Materials;H & K Materials, Inc.;Pennsylvania;Bucks;403031;-752131;M/P
2167;Crushed Stone;New Hope Quarry;New Hope Crushed Stone & Lime Co.;Pennsylvania;Bucks;403794;-749806;M/P
2168;Crushed Stone;Miller Quarries;Miller Quarries, Inc.;Pennsylvania;Bucks;402625;-750239;M/P
2169;Crushed Stone;Penns Park Quarry;Better Materials Corp.;Pennsylvania;Bucks;402583;-750108;M/P
2170;Crushed Stone;Rush Valley Quarry & Plant #I;Eureka Stone Quarry, Inc.;Pennsylvania;Bucks;402508;-750208;M/P
2171;Crushed Stone;Blooming Glen Quarry;Blooming Glen Quarry, Inc.;Pennsylvania;Bucks;403656;-752342;M/P
2172;Crushed Stone;Eureka Quarry;Eureka Stone Quarry, Inc.;Pennsylvania;Bucks;4025633;-751755;M/P
2173;Crushed Stone;Naceville Materials;Naceville Materials, Inc.;Pennsylvania;Bucks;4035517;-753705;M/P
2174;Crushed Stone;Plumbstead Materials;Miller & Son Paving, Inc.;Pennsylvania;Bucks;403094;-751774;M/P
2175;Crushed Stone;Harrisville Quarry;Allegheny Mineral Corp.;Pennsylvania;Butler;4102609;-7977594;M/P
2176;Crushed Stone;Manufacturing Quarry;Armstrong Cement & Supply Corp.;Pennsylvania;Butler;407333;-797467;M/P
2177;Crushed Stone;Slippery Rock Quarry;Allegheny Mineral Corp.;Pennsylvania;Butler;4104133;-800545;M/P
2178;Crushed Stone;Boyers Quarry;Quality Aggregates, Inc.;Pennsylvania;Butler;4110983;-7991683;M/P
2179;Crushed Stone;Winfield Mine Ug;Winfield Lime & Stone Co., Inc.;Pennsylvania;Butler;407917;-797;M/P
2180;Crushed Stone;Oak Hall Quarry;Hanson Aggregates Pa, Inc.;Pennsylvania;Centre;407944;-778094;M/P
2181;Crushed Stone;Curtain Gap Quarry;Hanson Aggregates Pa, Inc.;Pennsylvania;Centre;409431;-777158;M/P
2182;Crushed Stone;Central Valley Aggregates Quarry;Glenn O Hawbaker, Inc.;Pennsylvania;Centre;408833;-777;M/P
2183;Crushed Stone;Sandy Ridge Quarry;Glenn O Hawbaker, Inc.;Pennsylvania;Centre;4085116;-7821816;M/P
2184;Crushed Stone;Pleasant Gap;Graymont (Pa), Inc.;Pennsylvania;Centre;4089167;-7770883;M/P
2185;Crushed Stone;Downingtown Quarry;Hanson Aggregates East, Inc.;Pennsylvania;Chester;400361;-756681;M/P
2186;Crushed Stone;Devault Quarry;Independence Construction Materials;Pennsylvania;Chester;400814;-755356;M/P
2187;Crushed Stone;Catanach Quarry;Glasgow, Inc.;Pennsylvania;Chester;400708;-755417;M/P
2188;Crushed Stone;Honey Brook Quarry;Martin Limestone, Inc.;Pennsylvania;Chester;4002561;-7576169;M/P
2189;Crushed Stone;Salona Quarry;Hanson Aggregates Pa, Inc.;Pennsylvania;Clinton;410889;-774619;M/P
2190;Crushed Stone;Bloomsburg Quarry;Hanson Aggregates Pa, Inc.;Pennsylvania;Columbia;410597;-764944;M/P
2191;Crushed Stone;Locust Point Quarry;Hempt Bros., Inc.;Pennsylvania;Cumberland;402025;-770708;M/P
2192;Crushed Stone;Bonny Brook Quarry;Union Quarries, Inc.;Pennsylvania;Cumberland;401783;-771839;M/P
2193;Crushed Stone;Silver Springs Quarry;Pennsy Supply, Inc.;Pennsylvania;Cumberland;402506;-770042;M/P
2194;Crushed Stone;Shippensburg Quarry;Valley Quarries, Inc.;Pennsylvania;Cumberland;400844;-774731;M/P
2195;Crushed Stone;Camp Hill Quarry;Hempt Bros., Inc.;Pennsylvania;Cumberland;402561;-769317;M/P
2196;Crushed Stone;Toland Quarry  Sandstone;Hempt Bros Inc;Pennsylvania;Cumberland;402247;-769067;M/P
2197;Crushed Stone;Elizabethville Quarry;Eastern Industries, Inc.;Pennsylvania;Dauphin;405403;-768142;M/P
2198;Crushed Stone;Steelton Quarry;Hempt Bros., Inc.;Pennsylvania;Dauphin;402306;-768142;M/P
2199;Crushed Stone;Hummelstown Quarry;Pennsy Supply, Inc.;Pennsylvania;Dauphin;402925;-766758;M/P
2200;Crushed Stone;Fiddler S Elbow Quarry;Pennsy Supply, Inc.;Pennsylvania;Dauphin;404041;-768023;M/P
2201;Crushed Stone;Swatara Quarry;Handwerk Materials;Pennsylvania;Dauphin;403409;-766681;M/P
2202;Crushed Stone;Glen Mills Quarry;Hanson Aggregates East, Inc.;Pennsylvania;Delaware;3992;-754867;M/P
2203;Crushed Stone;Springfield Pike Mine & Plant;Better Materials Corp.;Pennsylvania;Fayette;400075;-7953833;M/P
2204;Crushed Stone;Rich Hill Quarry;Better Materials Corp.;Pennsylvania;Fayette;400428;-795164;M/P
2205;Crushed Stone;Coolspring Quarry;Coolspring Stone Supply, Inc.;Pennsylvania;Fayette;3989608;-7964686;M/P
2206;Crushed Stone;Dry Run Quarry;New Enterprise Stone & Lime Co., Inc.;Pennsylvania;Franklin;401694;-777606;M/P
2207;Crushed Stone;Chambersburg Quarry;Valley Quarries, Inc.;Pennsylvania;Franklin;398869;-776433;M/P
2208;Crushed Stone;Mt Cydonia Sand Plant #1;Valley Quarries, Inc.;Pennsylvania;Franklin;399225;-7762866;M/P
2209;Crushed Stone;Charlton Quarry;H. B. Mellott Estate, Inc.;Pennsylvania;Fulton;397533;-781775;M/P
2210;Crushed Stone;Orbisonia Quarry;New Enterprise Stone & Lime Co., Inc.;Pennsylvania;Huntingdon;402219;-778683;M/P
2211;Crushed Stone;Union Furnace Quarry;New Enterprise Stone & Lime Co., Inc.;Pennsylvania;Huntingdon;406203;-781636;M/P
2212;Crushed Stone;Edward C Griffith Quarry;Edward C. Griffith Quarrying, Inc.;Pennsylvania;Indiana;408355;-7904183;M/P
2213;Crushed Stone;Mcalisterville Quarry No 9;Jay Fulkroad & Sons, Inc.;Pennsylvania;Juniata;4062133;-7724283;M/P
2214;Crushed Stone;Daleville Quarry;Eureka Stone Quarry, Inc.;Pennsylvania;Lackawanna;412883;-755508;M/P
2215;Crushed Stone;Scranton Materials;Scranton Materials, Inc.;Pennsylvania;Lackawanna;4144775;-7570117;M/P
2216;Crushed Stone;Keystone Quarry;Keystone Quarry, Inc;Pennsylvania;Lackawanna;4143681;-757035;M/P
2217;Crushed Stone;Paradise Quarry;Independence Construction Materials;Pennsylvania;Lancaster;400075;-761122;M/P
2218;Crushed Stone;Binkley & Ober;Binkley & Ober, Inc.;Pennsylvania;Lancaster;401097;-763567;M/P
2219;Crushed Stone;Burkholder Quarry;Martin Limestone, Inc.;Pennsylvania;Lancaster;401558;-760825;M/P
2220;Crushed Stone;Kurtz Quarry;Martin Limestone, Inc.;Pennsylvania;Lancaster;4022;-761411;M/P
2221;Crushed Stone;Weaverland Quarry;Martin Limestone, Inc.;Pennsylvania;Lancaster;401383;-760575;M/P
2222;Crushed Stone;Rohrers Quarry;Rohrers Quarry, Inc.;Pennsylvania;Lancaster;401325;-763322;M/P
2223;Crushed Stone;Talmage Quarry;D. M. Stoltzfus & Son, Inc.;Pennsylvania;Lancaster;401183;-762353;M/P
2224;Crushed Stone;Cedar Hill Quarry;D. M. Stoltzfus & Son, Inc.;Pennsylvania;Lancaster;397336;-761711;M/P
2225;Crushed Stone;Limeville Quarry;Martin Limestone, Inc.;Pennsylvania;Lancaster;400111;-7597;M/P
2226;Crushed Stone;Schoeneck Quarry;Eastern Industries, Inc.;Pennsylvania;Lancaster;40235;-761764;M/P
2227;Crushed Stone;Silver Hill Quarry;Silver Hill Quarry;Pennsylvania;Lancaster;402122;-7599;M/P
2228;Crushed Stone;Penn Md Materials;Penn Md Materials;Pennsylvania;Lancaster;39727;-761461;M/P
2229;Crushed Stone;Eshlemans Quarry;Prospect Aggregates, Inc.;Pennsylvania;Lancaster;4008933;-7645133;M/P
2230;Crushed Stone;Wampum Quarry;Cemex, Inc.;Pennsylvania;Lawrence;408917;-803433;M/P
2231;Crushed Stone;Mcquiston Quarry;Essroc Materials, Inc.;Pennsylvania;Lawrence;4098533;-8047133;M/P
2232;Crushed Stone;North Allegheny Quarry;Quality Aggregates, Inc.;Pennsylvania;Lawrence;4105561;-8029747;M/P
2233;Crushed Stone;Wayne Township;C & M Aggregates Co., Inc.;Pennsylvania;Lawrence;41045;-8028767;M/P
2234;Crushed Stone;Lebanon Quarry;Pennsy Supply, Inc.;Pennsylvania;Lebanon;403569;-763597;M/P
2235;Crushed Stone;Whitehall Quarry;Eastern Industries, Inc.;Pennsylvania;Lehigh;406611;-755206;M/P
2236;Crushed Stone;Ormrod Quarry;Eastern Industries, Inc.;Pennsylvania;Lehigh;4066394;-7555128;M/P
2237;Crushed Stone;Ormrod Quarry #116;Eastern Industries, Inc.;Pennsylvania;Lehigh;406667;-755475;M/P
2238;Crushed Stone;Coplay Plant;Coplay Aggregates, Inc.;Pennsylvania;Lehigh;4067033;-7550783;M/P
2239;Crushed Stone;Egypt Quarry;Lafarge North America, Inc.;Pennsylvania;Lehigh;4067122;-7553477;M/P
2240;Crushed Stone;Chase Quarry;American Asphalt Paving Co.;Pennsylvania;Luzerne;412917;-759583;M/P
2241;Crushed Stone;Old Boston Quarry;Kaminski Bros., Inc.;Pennsylvania;Luzerne;412917;-757617;M/P
2242;Crushed Stone;White Haven Quarry;White Haven Red Rock Sales;Pennsylvania;Luzerne;410972;-757736;M/P
2243;Crushed Stone;Keystone Quarry;American Asphalt Paving Co.;Pennsylvania;Luzerne;413111;-757686;M/P
2244;Crushed Stone;Pikes Creek;Pikes Creek Sand & Stone, Inc.;Pennsylvania;Luzerne;4129072;-7608559;M/P
2245;Crushed Stone;Small Mountain Quarry;Slusser Bros Trucking & Excavating Co., Inc.;Pennsylvania;Luzerne;412724;-759507;M/P
2246;Crushed Stone;Pine Creek Plant;Hanson Aggregates Pa, Inc.;Pennsylvania;Lycoming;411531;-772169;M/P
2247;Crushed Stone;Lime Bluff Quarry;Hanson Aggregates Pa, Inc.;Pennsylvania;Lycoming;412425;-7690567;M/P
2248;Crushed Stone;P Stone Quarry;P Stone, Inc.;Pennsylvania;Lycoming;4137175;-7715731;M/P
2249;Crushed Stone;Whiterock Quarry;White Rock Silica Sand Co., Inc.;Pennsylvania;Mercer;413819;-803533;M/P
2250;Crushed Stone;Naginey Quarry;Eastern Industries, Inc.;Pennsylvania;Mifflin;407117;-775592;M/P
2251;Crushed Stone;Hostettler Quarry;Glenn O Hawbaker, Inc.;Pennsylvania;Mifflin;4059534;-7765153;M/P
2252;Crushed Stone;Bossardville Quarry;Hanson Aggregates Pa, Inc.;Pennsylvania;Monroe;409278;-752772;M/P
2253;Crushed Stone;Pocono Quarry-Plant;Eureka Stone Quarry, Inc.;Pennsylvania;Monroe;409364;-752917;M/P
2254;Crushed Stone;Locust Ridge Quarry;Locust Ridge Quarry;Pennsylvania;Monroe;410531;-753039;M/P
2255;Crushed Stone;Mccoy Quarry;Glasgow, Inc.;Pennsylvania;Montgomery;400953;-753361;M/P
2256;Crushed Stone;Dolomite Quarry;Highway Materials, Inc.;Pennsylvania;Montgomery;401067;-752417;M/P
2257;Crushed Stone;Perkiomenville Quarry/Plant 7;Highway Materials, Inc.;Pennsylvania;Montgomery;403203;-754739;M/P
2258;Crushed Stone;Harleysville Quarry;M & M Stone Co.;Pennsylvania;Montgomery;40273;-754045;M/P
2259;Crushed Stone;Sanatoga Quarry;Pottstown Trap Rock Quarries, Inc.;Pennsylvania;Montgomery;40235;-755917;M/P
2260;Crushed Stone;Springhouse Quarry;Glasgow, Inc.;Pennsylvania;Montgomery;4020315;-752384;M/P
2261;Crushed Stone;Milton Plant;Hanson Aggregates Pa, Inc.;Pennsylvania;Montour;410308;-767317;M/P
2262;Crushed Stone;Stockertown Quarry;Hercules Cement Co.;Pennsylvania;Northampton;407833;-7519;M/P
2263;Crushed Stone;Keystone Quarry;Keystone Cement Co.;Pennsylvania;Northampton;40725;-753983;M/P
2264;Crushed Stone;Nazareth Plant #3;Essroc Materials, Inc.;Pennsylvania;Northampton;4073508;-7532568;M/P
2265;Crushed Stone;Northampton Quarry;Lafarge North America, Inc.;Pennsylvania;Northampton;406967;-754883;M/P
2266;Crushed Stone;Nazareth Plant #1;Essroc Materials, Inc.;Pennsylvania;Northampton;4073779;-7532215;M/P
2267;Crushed Stone;Nazareth Quarry;Eastern Industries, Inc.;Pennsylvania;Northampton;407339;-7529;M/P
2268;Crushed Stone;Imperial Quarry;Essroc Materials, Inc.;Pennsylvania;Northampton;407851;-753865;M/P
2269;Crushed Stone;Abe Materials;Abe Materials - Easton;Pennsylvania;Northampton;4073342;-7530017;M/P
2270;Crushed Stone;Cell 11-12;Napa Development Corp., Inc.;Pennsylvania;Northampton;4084133;-752967;M/P
2271;Crushed Stone;Nazareth Plant #2;Essroc Materials, Inc.;Pennsylvania;Northampton;4077878;-7537988;M/P
2272;Crushed Stone;Dolomite Only;Keystone Cement Co.;Pennsylvania;Northampton;4074533;-7528608;M/P
2273;Crushed Stone;Meckleys Quarry;Meckleys Limestone Products, Inc.;Pennsylvania;Northumberland;40675;-768342;M/P
2274;Crushed Stone;Bear Gap Quarry;Bear Gap Stone, Inc.;Pennsylvania;Northumberland;408525;-765261;M/P
2275;Crushed Stone;Shamokin Quarry;Eastern Industries, Inc.;Pennsylvania;Northumberland;407767;-765267;M/P
